ID	Messagetemplate
806	If you are trapped, try typing "/unstuck".
807	This terrain is navigable. Prepare for transport to the nearest village.
808	You are stuck. You may submit a petition by typing "/gm".
809	You are stuck. You will be transported to the nearest village in five minutes.
810	Invalid macro. Refer to the Help file for instructions.
811	You will be moved to (). Do you wish to continue?
812	The secret trap has inflicted $s1 damage on you.
813	You have been poisoned by a Secret Trap.
814	Your speed has been decreased by a Secret Trap.
815	The tryouts are about to begin. Line up!
816	Tickets are now available for Monster Race $s1!
817	Now selling tickets for Monster Race $s1!
818	Ticket sales for the Monster Race will end in $s1 minute(s).
819	Tickets sales are closed for Monster Race $s1. Odds are posted.
820	Monster Race $s2 will begin in $s1 minute(s)!
821	Monster Race $s1 will begin in 30 seconds!
822	Monster Race $s1 is about to begin! Countdown in five seconds!
823	The race will begin in $s1 second(s)!
824	They're off!
825	Monster Race $s1 is finished!
826	First prize goes to the player in lane $s1. Second prize goes to the player in lane $s2.
827	You may not impose a block on a GM.
828	Are you sure you wish to delete the $s1 macro?
829	You cannot recommend yourself.
830	You have recommended $c1. You have $s2 recommendations left.
831	You have been recommended by $c1.
832	That character has already been recommended.
833	You are not authorized to make further recommendations at this time. 
834	$c1 has rolled $s2.
835	You may not throw the dice at this time. Try again later.
836	You have exceeded your inventory volume limit and cannot take this item.
837	Macro descriptions may contain up to 32 characters.
838	Enter the name of the macro.
839	That name is already assigned to another macro.
840	That recipe is already registered.
841	No further recipes may be registered.
842	You are not authorized to register a recipe.
843	The siege of $s1 is finished.
844	The siege to conquer $s1 has begun.
845	The deadlineto register for the siege of $s1 has passed.
846	The siege of $s1 has been canceled due to lack of interest.
847	A clan that owns a clan hall may not participate in a clan hall siege.
848	$s1 has been deleted.
849	$s1 cannot be found.
850	$s1 already exists.
851	$s1 has been added.
852	The recipe is incorrect.
853	You may not alter your recipe book while engaged in manufacturing.
854	You are missing $s2 $s1 required to create that.
855	$s1 clan has defeated $s2.
856	The siege of $s1 has ended in a draw.
857	$s1 clan has won in the preliminary match of $s2.
858	The preliminary match of $s1 has ended in a draw.
859	Please register a recipe.
860	You may not buld your headquarters in close proximity to another headquarters.
861	You have exceeded the maximum number of memos.
862	Odds are not posted until ticket sales have closed.
863	You feel the energy of fire.
864	You feel the energy of water.
865	You feel the energy of wind.
866	You may no longer gather energy.
867	The energy is depleted.
868	The energy of fire has been delivered.
869	The energy of water has been delivered.
870	The energy of wind has been delivered.
871	The seed has been sown.
872	This seed may not be sown here.
873	That character does not exist.
874	The capacity of the warehouse has been exceeded.
875	The transport of the cargo has been canceled.
876	The cargo was not delivered.
877	The symbol has been added.
878	The symbol has been deleted.
879	The manor system is currently under maintenance.
880	The transaction is complete.
881	There is a discrepancy on the invoice.
882	The seed quantity is incorrect.
883	The seed information is incorrect.
884	The manor information has been updated.
885	The number of crops is incorrect.
886	The crops are priced incorrectly.
887	The type is incorrect.
888	No crops can be purchased at this time.
889	The seed was successfully sown.
890	The seed was not sown.
891	You are not authorized to harvest.
892	The harvest has failed.
893	The harvest failed because the seed was not sown.
894	Up to $s1 recipes can be registered.
895	No recipes have been registered.
896	The ferry has arrived at Gludin Harbor.
897	The ferry will leave for Talking Island Harbor after anchoring for ten minutes.
898	Only characters of level 10 or above are authorized to make recommendations.
899	The symbol cannot be drawn.
900	No slot exists to draw the symbol
901	The symbol information cannot be found.
902	The number of items is incorrect.
903	You may not submit a petition while frozen. Be patient.
904	Items cannot be discarded while in private store status.
905	The current score for the Humans is $s1.
906	The current score for the Elves is $s1.
907	The current score for the Dark Elves is $s1.
908	The current score for the Orcs is $s1.
909	The current score for the Dwarves is $s1.
910	Current location : $s1, $s2, $s3 (Near Talking Island Village)
911	Current location : $s1, $s2, $s3 (Near Gludin Village)
912	Current location : $s1, $s2, $s3 (Near the Town of Gludio)
913	Current location : $s1, $s2, $s3 (Near the Neutral Zone)
914	Current location : $s1, $s2, $s3 (Near the Elven Village)
915	Current location : $s1, $s2, $s3 (Near the Dark Elf Village)
916	Current location : $s1, $s2, $s3 (Near the Town of Dion)
917	Current location : $s1, $s2, $s3 (Near the Floran Village)
918	Current location : $s1, $s2, $s3 (Near the Town of Giran)
919	Current location : $s1, $s2, $s3 (Near Giran Harbor)
920	Current location : $s1, $s2, $s3 (Near the Orc Village)
921	Current location : $s1, $s2, $s3 (Near the Dwarven Village)
922	Current location : $s1, $s2, $s3 (Near the Town of Oren)
923	Current location : $s1, $s2, $s3 (Near Hunters Village)
924	Current location : $s1, $s2, $s3 (Near Aden Castle Town)
925	Current location : $s1, $s2, $s3 (Near the Coliseum)
926	Current location : $s1, $s2, $s3 (Near Heine)
927	The current time is $s1:$s2.
928	The current time is $s1:$s2.
929	No compensation was given for the farm products.
930	Lottery tickets are not currently being sold.
931	The winning lottery ticket numbers has not yet been anonunced.
932	You cannot chat locally while observing.
933	The seed pricing greatly differs from standard seed prices.
934	It is a deleted recipe.
935	The amount is not sufficient and so the manor is not in operation.
936	Use $s1.
937	Currently preparing for private workshop.
938	The community server is currently offline.
939	You cannot exchange while blocking everything.
940	$s1 is blocked everything.
941	Restart at Talking Island Village. 
942	Restart at Gludin Village.
943	Restart at the Town of Gludin. || guess should be Gludio ;)
944	Restart at the Neutral Zone.
945	Restart at the Elven Village.
946	Restart at the Dark Elf Village.
947	Restart at the Town of Dion.
948	Restart at Floran Village.
949	Restart at the Town of Giran.
950	Restart at Giran Harbor.
951	Restart at the Orc Village.
952	Restart at the Dwarven Village.
953	Restart at the Town of Oren.
954	Restart at Hunters Village.
955	Restart at the Town of Aden.
956	Restart at the Coliseum.
957	Restart at Heine.
958	Items cannot be discarded or destroyed while operating a private store or workshop.
959	$s1 (*$s2) manufactured successfully.
960	$s1 manufacturing failure.
961	You are now blocking everything.
962	You are no longer blocking everything.
963	Please determine the manufacturing price.
964	Chatting is prohibited for one minute.
965	The chatting prohibition has been removed.
966	Chatting is currently prohibited. If you try to chat before the prohibition is
967	Do you accept $c1's party invitation? (Item Distribution: Random including spoil.)
968	Do you accept $c1's party invitation? (Item Distribution: By Turn.)
969	Do you accept $c1's party invitation? (Item Distribution: By Turn including spoil.)
970	$s2's MP has been drained by $c1.
971	Petitions cannot exceed 255 characters.
972	This pet cannot use this item.
973	Please input no more than the number you have.
974	The soul crystal succeeded in absorbing a soul.
975	The soul crystal was not able to absorb a soul.
976	The soul crystal broke because it was not able to endure the soul energy.
977	The soul crystals caused resonation and failed at absorbing a soul.
978	The soul crystal is refusing to absorb a soul.
979	The ferry arrived at Talking Island Harbor.
980	The ferry will leave for Gludin Harbor after anchoring for ten minutes.
981	The ferry will leave for Gludin Harbor in five minutes.
982	The ferry will leave for Gludin Harbor in one minute.
983	Those wishing to ride should make haste to get on.
984	The ferry will be leaving soon for Gludin Harbor.
985	The ferry is leaving for Gludin Harbor.
986	The ferry has arrived at Gludin Harbor.
987	The ferry will leave for Talking Island Harbor after anchoring for ten minutes.
988	The ferry will leave for Talking Island Harbor in five minutes.
989	The ferry will leave for Talking Island Harbor in one minute.
990	The ferry will be leaving soon for Talking Island Harbor.
991	The ferry is leaving for Talking Island Harbor.
992	The ferry has arrived at Giran Harbor.
993	The ferry will leave for Giran Harbor after anchoring for ten minutes.
994	The ferry will leave for Giran Harbor in five minutes.
995	The ferry will leave for Giran Harbor in one minute.
996	The ferry will be leaving soon for Giran Harbor.
997	The ferry is leaving for Giran Harbor.
998	The Innadril pleasure boat has arrived. It will anchor for ten minutes.
999	The Innadril pleasure boat will leave in five minutes.
1000	The Innadril pleasure boat will leave in one minute.
1001	The Innadril pleasure boat will be leaving soon.
1002	The Innadril pleasure boat is leaving.
1003	Cannot possess a monster race ticket.
1004	You have registered for a clan hall auction.
1005	There is not enough adena in the clan hall warehouse.
1006	You have bid in a clan hall auction.
1007	The preliminary match registration of $s1 has finished.
1008	A hungry strider cannot be mounted or dismounted.
1009	A strider cannot be ridden when dead.
1010	A dead strider cannot be ridden.
1011	A strider in battle cannot be ridden.
1012	A strider cannot be ridden while in battle.
1013	A strider can be ridden only when standing.
1014	Your pet gained $s1 experience points.
1015	Your pet hit for $s1 damage.
1016	Pet received $s2 damage by $c1.
1017	Pet's critical hit!
1018	Your pet uses $s1.
1019	Your pet uses $s1.
1020	Your pet picked up $s1.
1021	Your pet picked up $s2 $s1(s).
1022	Your pet picked up +$s1 $s2.
1023	Your pet picked up $s1 adena.
1024	Your pet put on $s1.
1025	Your pet took off $s1.
1026	The summoned monster gave damage of $s1
1027	Servitor received $s2 damage caused by $s1.
1028	Summoned monster's critical hit!
1029	Summoned monster uses $s1.
1030	<Party Information>
1031	Looting method: Finders keepers
1032	Looting method: Random
1033	Looting method: Random including spoil
1034	Looting method: By turn
1035	Looting method: By turn including spoil
1036	You have exceeded the quantity that can be inputted.
1037	$c1 manufactured $s2.
1038	$c1 manufactured $s3 $s2(s).
1039	Items left at the clan hall warehouse can only be retrieved by the clan leader. 
1040	Items sent by freight can be picked up from any Warehouse location.
1041	The next seed purchase price is $s1 adena.
1042	The next farm goods purchase price is $s1 adena.
1043	At the current time, the "/unstuck" command cannot be used. Please send in a petition.
1044	Monster race payout information is not available while tickets are being sold.
1046	Monster race tickets are no longer available.
1047	We did not succeed in producing $s1 item.
1048	When "blocking" everything, whispering is not possible.
1049	When "blocking" everything, it is not possible to send invitations for organizing parties.
1050	There are no communities in my clan. Clan communities are allowed for clans with skill levels of 2 and higher.
1051	Payment for your clan hall has not been made please make payment tomorrow.
1052	Payment of Clan Hall is overdue the owner loose Clan Hall.
1053	It is not possible to resurrect in battlefields where a siege war is taking place.
1054	You have entered a mystical land.
1055	You have left a mystical land.
1056	You have exceeded the storage capacity of the castle's vault.
1057	This command can only be used in the relax server.
1058	The sales price for seeds is $s1 adena.
1059	The remaining purchasing amount is $s1 adena.
1060	The remainder after selling the seeds is $s1.
1061	The recipe cannot be registered. You do not have the ability to create items.
1062	Writing something new is possible after level 10.
1063	The Petition Service is currently unavailable, please try again later; in the interim,
1064	The equipment, +$s1 $s2, has been removed.
1065	While operating a private store or workshop, you cannot discard, destroy, or trade an item.
1066	$s1 HP has been restored.
1067	$s2 HP has been restored by $c1
1068	$s1 MP has been restored.
1069	$s2 MP has been restored by $c1.
1070	You do not have 'read' permission.
1071	You do not have 'write' permission.
1072	You have obtained a ticket for the Monster Race #$s1 - Single
1073	You have obtained a ticket for the Monster Race #$s1 - Single
1074	You do not meet the age requirement to purchase a Monster Race Ticket.
1075	The bid amount must be higher than the previous bid.
1076	The game cannot be terminated at this time.
1077	A GameGuard Execution error has occurred. Please send the *.erl file(s) located
1078	When a user's keyboard input exceeds a certain cumulative score a chat ban will be applied.
1079	The target is currently banend from chatting.
1080	Being permanent, are you sure you wish to use the facelift potion - Type A?
1081	Being permanent, are you sure you wish to use the hair dye potion - Type A?
1082	Do you wish to use the hair style change potion - Type A? It is permanent.
1083	Facelift potion - Type A is being applied.
1084	Hair dye potion - Type A is being applied.
1085	The hair style chance potion - Type A is being used.
1086	Your facial appearance has been changed.
1087	Your hair color has changed.
1088	Your hair style has been changed.
1089	$c1 has obtained a first anniversary commemorative item.
1090	Being permanent, are you sure you wish to use the facelift potion - Type B?
1091	Being permanent, are you sure you wish to use the facelift potion - Type C?
1092	Being permanent, are you sure you wish to use the hair dye potion - Type B?
1093	Being permanent, are you sure you wish to use the hair dye potion - Type C?
1094	Being permanent, are you sure you wish to use the hair dye potion - Type D?
1095	Do you wish to use the hair style change potion - Type B? It is permanent.
1096	Do you wish to use the hair style change potion - Type C? It is permanent.
1097	Do you wish to use the hair style change potion - Type D? It is permanent.
1098	Do you wish to use the hair style change potion - Type E? It is permanent.
1099	Do you wish to use the hair style change potion - Type F? It is permanent.
1100	Do you wish to use the hair style change potion - Type G? It is permanent.
1101	Facelift potion - Type B is being applied.
1102	Facelift potion - Type C is being applied.
1103	Hair dye potion - Type B is being applied.
1104	Hair dye potion - Type C is being applied.
1105	Hair dye potion - Type D is being applied.
1106	The hair style chance potion - Type B is being used.
1107	The hair style chance potion - Type C is being used.
1108	The hair style chance potion - Type D is being used.
1109	The hair style chance potion - Type E is being used.
1110	The hair style chance potion - Type F is being used.
1111	The hair style chance potion - Type G is being used.
1112	The prize amount for the winner of Lottery #$s1 is $s2 adena. We have $s3 first prize winners.
1113	The prize amount for Lucky Lottery #$s1 is $s2 adena. 
1114	Your clan may not register to participate in a siege while under a 
1115	Individuals may not surrender during combat.
1116	One cannot leave one's clan during combat.
1117	A clan member may not be dismissed during combat.
1118	Progress in a quest is possible only when your inventory's 
1119	Quest was automatically canceled when you attempted to settle the accounts of
1120	You are still a member of the clan.
1121	You do not have the right to vote.
1122	There is no candidate.
1123	Weight and volume limit has been exceeded. That skill is currently unavailable.
1124	A recipe book may not be used while using a skill.
1125	An item may not be created while engaged in trading.
1126	You cannot enter a negative number.
1127	The reward must be less than 10 times the standard price.
1128	A private store may not  be opened while using a skill.
1129	This is not allowed while riding a ferry or boat.
1130	You have given $s1 damage to your target and $s2 damage to the servitor.
1131	It is now midnight and the effect of $s1 can be felt.
1132	It is now dawn and the effect of $s1 will now disappear.
1133	Since HP has decreased, the effect of $s1 can be felt.
1134	Since HP has increased, the effect of $s1 will disappear.
1135	While you are engaged in combat, you cannot operate a private store or private workshop.
1136	Since there was an account that used this IP and attempted to log in illegally, this account
1137	$c1 harvested $s3 $s2(s).
1138	$c1 harvested $s2(s).
1139	The weight and volume limit of your inventory must not be exceeded.
1140	Would you like to open the gate?
1141	Would you like to close the gate?
1142	Since $s1 already exists nearby, you cannot summon it again.
1143	Since you do not have enough items to maintain the servitor's stay, the servitor will disappear.
1144	Currently, you don't have anybody to chat with in the game.
1145	$s2 has been created for $c1 after the payment of $s3 adena is received.
1146	$c1 created $s2 after receiving $s3 adena.
1147	$s2 $s3 have been created for $c1 at the price of $s4 adena.
1148	$c1 created $s2 $s3 at the price of $s4 adena.
1149	Your attempt to create $s2 for $c1 at the price of $s3 adena has failed.
1150	$c1 has failed to create $s2 at the price of $s3 adena.
1151	$s2 is sold to $c1 at the price of $s3 adena.
1152	$s2 $s3 have been sold to $c1 for $s4 adena.
1153	$s2 has been purchased from $c1 at the price of $s3 adena.
1154	$s3 $s2 has been purchased from $c1 for $s4 adena.
1155	+$s2 $s3 have been sold to $c1 for $s4 adena.
1156	+$s2 $s3 has been purchased from $c1 for $s4 adena.
1157	Trying on state lasts for only 5 seconds. When a character's state changes, it can be cancelled.
1158	You cannot dismount from this elevation.
1159	The ferry from Talking Island will arrive at Gludin Harbor in approximately 10 minutes.
1160	The ferry from Talking Island will be arriving at Gludin Harbor in approximately 5 minutes.
1161	The ferry from Talking Island will be arriving at Gludin Harbor in approximately 1 minute.
1162	The ferry from Giran Harbor will be arriving at Talking Island in approximately 15 minutes.
1163	The ferry from Giran Harbor will be arriving at Talking Island in approximately 10 minutes.
1164	The ferry from Giran Harbor will be arriving at Talking Island in approximately 5 minutes.
1165	The ferry from Giran Harbor will be arriving at Talking Island in approximately 1 minute.
1166	The ferry from Talking Island will be arriving at Giran Harbor in approximately 20 minutes.
1167	The ferry from Talking Island will be arriving at Giran Harbor in approximately 20 minutes.
1168	The ferry from Talking Island will be arriving at Giran Harbor in approximately 20 minutes.
1169	The ferry from Talking Island will be arriving at Giran Harbor in approximately 20 minutes.
1170	The ferry from Talking Island will be arriving at Giran Harbor in approximately 1 minute.
1171	The Innadril pleasure boat will arrive in approximately 20 minutes.
1172	The Innadril pleasure boat will arrive in approximately 15 minutes.
1173	The Innadril pleasure boat will arrive in approximately 10 minutes.
1174	The Innadril pleasure boat will arrive in approximately 5 minutes.
1175	The Innadril pleasure boat will arrive in approximately 1 minute.
1176	This is a quest event period.
1177	This is the seal validation period.
1178	<Seal of Avarice description>
1179	<Seal of Gnosis description>
1180	<Seal of Strife description>
1181	Do you really wish to change the title?
1182	Are you sure you wish to delete the clan crest?
1183	This is the initial period.
1184	This is a period of calculating statistics in the server.
1185	 days left until deletion.
1186	To create a new account, please visit the PlayNC website
1187	If you forgotten your account information or password, please visit the Support Center
1188	Your selected target can no longer receive a recommendation.
1189	This temporary alliance of the Castle Attacker team is in effect. It will be dissolved when the Castle Lord is replaced.
1189	This temporary alliance of the Castle Attacker team has been dissolved.
1191	The ferry from Gludin Harbor will be arriving at Talking Island in approximately 10 minutes.
1192	The ferry from Gludin Harbor will be arriving at Talking Island in approximately 5 minutes.
1193	The ferry from Gludin Harbor will be arriving at Talking Island in approximately 1 minute.
1194	A mercenary can be assigned to a position from the beginning of the Seal Validatio period until the time when a siege starts.
1195	This mercenary cannot be assigned to a position by using the Seal of Strife.
1196	Your force has reached maximum capacity.
1197	Summoning a servitor costs $s2 $s1.
1198	The item has been successfully crystallized.
1199	Err:510
1200	($s1 ($s2 Alliance)
1201	Please select the quest you wish to abort.
1202	($s1 (No alliance exists)
1203	There is no clan war in progress.
1204	The screenshot has been saved. ($s1 $s2x$s3)
1205	Your mailbox is full. There is a 100 message limit.
1206	The memo box is full. There is a 100 memo limit.
1207	Please make an entry in the field.
1208	$c1 died and dropped $s3 $s2.
1209	Congratulations. Your raid was successful.
1210	Seven Signs: The quest event period has begun. 
1211	Seven Signs: The quest event period has ended. 
1212	Seven Signs: The Lords of Dawn have obtained the Seal of Avarice.
1213	Seven Signs: The Lords of Dawn have obtained the Seal of Gnosis.
1214	Seven Signs: The Lords of Dawn have obtained the Seal of Strife.
1215	Seven Signs: The Revolutionaries of Dusk have obtained the Seal of Avarice.
1216	Seven Signs: The Revolutionaries of Dusk have obtained the Seal of Gnosis.
1217	Seven Signs: The Revolutionaries of Dusk have obtained the Seal of Strife.
1218	Seven Signs: The Seal Validation period has begun.
1219	Seven Signs: The Seal Validation period has ended.
1220	Are you sure you wish to summon it?
1221	Are you sure you wish to return it?
1222	Current location : $s1, $s2, $s3 (GM Consultation Service)
1223	We depart for Talking Island in five minutes.
1224	We depart for Talking Island in one minute.
1225	All aboard for Talking Island
1226	We are now leaving for Talking Island.
1227	You have $s1 unread messages.
1228	$c1 has blocked you. You cannot send mail to $c1.
1229	No more messages may be sent at this time. Each account is allowed 10 messages per day.
1230	You are limited to five recipients at a time.
1231	You've sent mail.
1232	The message was not sent.
1233	You've got mail.
1234	The mail has been stored in your temporary mailbox.
1235	Do you wish to delete all your friends?
1236	Please enter security card number.
1237	Please enter the card number for number $s1.
1238	Your temporary mailbox is full. No more mail can be stored; you have reached the 10 message limit.
1239	The keyboard security module has failed to load. Please exit the game and try again.
1240	Seven Signs: The Revolutionaries of Dusk have won.
1241	Seven Signs: The Lords of Dawn have won.
1242	Users who have not verified their age may not log in between the hours if 10:00 p.m. and 6:00 a.m.
1243	The security card number is invalid.
1244	Users who have not verified their age may not log in between the hours if 10:00 p.m. and 6:00 a.m.
1245	You will be loged out in $s1 minutes.
1246	$c1 died and has dropped $s2 adena.
1247	The corpse is too old. The skill cannot be used.
1248	You are out of feed. Mount status canceled.
1249	You may only ride a wyvern while you're riding a strider.
1250	Do you really want to surrender? If you surrender during an alliance war, your Exp will drop
1251	Are you sure you want to dismiss the alliance? If you use the /allydismiss command,
1252	Are you sure you want to surrender? Exp penalty will be the same as death.
1253	Are you sure you want to surrender? Exp penalty will be the same as death
1254	Thank you for submitting feedback.
1255	GM consultation has begun.
1256	Please write the name after the command.
1257	The special skill of a servitor or pet cannot be registerd as a macro.
1258	$s1 has been crystallized
1259	Err:510
1260	Seven Signs: Preparations have begun for the next quest event.
1261	Seven Signs: The quest event period has begun. 
1262	Seven Signs: Quest event has ended. Results are being tallied.
1263	Seven Signs: This is the seal validation period. A new quest event period begins next Monday.
1264	This soul stone cannot currently absorb souls. Absorption has failed.
1265	You can't absorb souls without a soul stone.
1266	The exchange has ended.
1267	Your contribution score is increased by $s1.
1268	Do you wish to add  class as your sub class?
1269	The new sub class has been added.
1270	The transfer of sub class has been completed.
1271	Do you wish to participate? Until the next seal validation period, you are a member
1271	Do you wish to participate? Until the next seal validation period, you are a member
1273	You will participate in the Seven Signs as a member of the Lords of Dawn.
1274	You will participate in the Seven Signs as a member of the Revolutionaries of Dusk.
1275	You've chosen to fight for the Seal of Avarice during this quest event period.
1276	You've chosen to fight for the Seal of Gnosis during this quest event period.
1277	You've chosen to fight for the Seal of Strife during this quest event period.
1278	The NPC server is not operating at this time.
1279	Contribution level has exceeded the limit. You may not continue.
1280	Magic Critical Hit!
1281	Your excellent shield defense was a success!
1282	Your Karma has been changed to $s1
1283	The minimum frame option has been activated.
1284	The minimum frame option has been deactivated.
1285	No inventory exists: You cannot purchase an item.
1286	(Until next Monday at 6:00 p.m.)
1287	(Until today at 6:00 p.m.)
1288	If trends continue, $s1 will win and the seal will belong to:
1289	(Until next Monday at 6:00 p.m.)
1290	Although the seal was not owned, since 35 percent or more people have voted.
1291	Although the seal was owned during the previous period, 
1292	Since the seal was not owned during the previous period, 
1293	If current trends continue, it will end in a tie.
1294	The competition has ended in a tie. Therefore, nobody has been awarded the seal.
1295	Sub classes may not be created or changed while a skill is in use.
1296	You cannot open a Private Store here.
1297	You cannot open a Private Workshop here.
1298	Please confirm that you would like to exit the Monster Race Track.
1299	$c1's casting has been interrupted.
1300	You are no longer trying on equipment.
1301	Only a Lord of Dawn may use this.
1302	Only a Revolutionary of Dusk may use this.
1303	This may only be used during the quest event period.
1304	The influence of the Seal of Strife has caused all defensive registrations to be canceled,
1305	Seal Stones may only be transferred during the quest event period.
1306	You are no longer trying on equipment.
1307	Only during the seal validation period may you settle your account.
1308	Congratulations - You've completed a class transfer! 
1309	To use this option, you must have the lastest version of MSN Messenger installed on your computer.
1310	For full functionality, the latest version of MSN Messenger must be installed on your computer.
1311	Previous versions of MSN Messenger only provide the basic features for in-game MSN Messenger Chat.
1312	The latest version of MSN Messenger may be obtained from the MSN web site
1313	$s1, to better serve our customers, all chat histories [...]
1314	Please enter the passport ID of the person you wish to add to your contact list.
1315	Deleting a contact will remove that contact from MSN Messenger as well.
1316	The contact will be deleted and blocked from your contact list.
1317	Would you like to delete this contact?
1318	Please select the contact you want to block or unblock.
1319	Please select the name of the contact you wish to change to another group.
1320	After selecting the group you wish to move your contact to, press the OK button.
1321	Enter the name of the group you wish to add.
1322	Select the group and enter the new name.
1323	Select the group you wish to delete and click the OK button.
1324	Signing in...
1325	You've logged into another computer and have been logged out of the .NET
1326	$s1 :
1327	The following message could not be delivered:
1328	Members of the Revolutionaries of Dusk will not be resurrected.
1329	You are currently blocked from using the Private Store and Private Workshop.
1330	You may not open a Private Store or Private Workshop for another $s1 minute(s)
1331	You are no longer blocked from using the Private Store and Private Workshop
1332	Items may not be used after your character or pet dies.
1333	The replay file is not accessible. Please verify that the replay.ini exists
1334	The new camera data has been stored.
1335	The attempt to store the new camera data has failed.
1336	The replay file, $s1.$$s2 has been corrupted, please check the fle.
1337	This will terminate the replay. Do you wish to continue?
1338	You have exceeded the maximum amount that may be transferred at one time.
1339	Once a macro is assigned to a shortcut, it cannot be run as a macro again.
1340	This server cannot be accessed by the coupon you are using.
1341	Incorrect name and/or email address.
1342	You are already logged in.
1343	Incorrect email address and/or password. Your attempt to log into
1344	Your request to log into the .NET Messenger service has failed. Please verify
1345	Click the OK button after you have selected a contact name.
1346	You are currently entering a chat message.
1347	The Linage II messenger could not carry out the task you requested.
1348	$s1 has entered the chat room.
1349	$s1 has left the chat room.
1350	The state will be changed to indicate "off-line." All the chat windows
1351	Click the Delete button after selecting the contact you wish to remove.
1352	You have been added to $s1 ($s2)'s contact list.
1353	You can set the option to show your status as always being off-line
1354	You are not allowed to chat with a contact while chatting block is imposed.
1355	The contact is currently blocked from chatting.
1356	The contact is not currently logged in.
1357	You have been blocked from chatting with that contact.
1358	You are being logged out...
1359	$s1 has logged in.
1360	You have received a message from $s1.
1361	Due to a system error, you have been logged out of the .NET Messenger Service.
1362	Please select the contact you wish to delete. If you would like to delete a group,
1363	Your request to participate in the alliance war has been denied.
1364	The request for an alliance war has been rejected.
1365	$s2 of $s1 clan has surrendered as an individual.
1366	In order to delete a group, you must not [...]
1367	Only members of the group are allowed to add records.
1368	You can not try those items on at the same time.
1369	You've exceeded the maximum.
1370	Your message to $c1 did not reach its recipient. You cannot send mail
1371	It has been determined that you're not engaged in normal gameplay and a
1372	Your punishment will continue for $s1 minutes.
1373	$c1 has picked up $s2 that was dropped by a Raid Boss.
1374	$c1 has picked up $s3 $s2(s) that was dropped by a Raid Boss.
1375	$c1 has picked up $s2 adena that was dropped by a Raid Boss.
1376	$c1 has picked up $s2 that was dropped by another character.
1377	$c1 has picked up $s3 $s2(s) that was dropped by a another character.
1378	$c1 has picked up +$s3 $s2 that was dropped by a another character.
1379	$c1 has obtained $s2 adena.
1380	You can't summon a $s1 while on the battleground.
1381	The party leader has obtained $s2 of $s1.
1382	To fulfill the quest, you must bring the chosen weapon. Are you sure
1383	Are you sure you want to exchange?
1384	$c1 has become the party leader.
1385	You are not allowed to dismount at this location.
1386	You are no longer held in place.
1387	Please select the item you would like to try on.
1388	A party room has been created.
1389	The party room's information has been revised.
1390	You are not allowed to enter the party room.
1391	You have exited from the party room.
1392	$c1 has left the party room.
1393	You have been ousted from the party room.
1394	$c1 has been kicked from the party room.
1395	The party room has been disbanded.
1396	The list of party rooms can only be viewed by a person who has not joined
1397	The leader of the party room has changed.
1398	We are recruiting party members.
1399	Only the leader of the party can transfer party leadership to another player.
1400	Please select the person you wish to make the party leader.
1401	Slow down.you are already the party leader.
1402	You may only transfer party leadership to another member of the party.
1403	You have failed to transfer the party leadership.
1404	The owner of the private manufacturing store has changed the price for creating this item.
1405	$s1 CPs have been restored.
1406	$s2 CPs has been restored by $c1.
1407	You are using a computer that does not allow you to log in with two accounts at the same time.
1408	Your prepaid remaining usage time is $s1 hours and $s2 minutes. You have $s3 paid reservations left.
1409	Your prepaid usage time has expired. Your new prepaid reservation will be used. The remaining usage time is $s1 hours and $s2 minutes.
1410	Your prepaid usage time has expired. You do not have any more prepaid reservations left.
1411	The number of your prepaid reservations has changed.
1412	Your prepaid usage time has $s1 minutes left.
1413	You do not meet the requirements to enter that party room.
1414	The width and length should be 100 or more grids and less than 5000 grids respectively.
1415	The command file is not sent.
1416	The representative of Team 1 has not been selected.
1417	The representative of Team 2 has not been selected.
1418	The name of Team 1 has not yet been chosen.
1419	The name of Team 2 has not yet been chosen.
1420	The name of Team 1 and the name of Team 2 are identical.
1421	The race setup file has not been designated.
1422	Race setup file error - BuffCnt is not specified
1423	Race setup file error - BuffID$s1 is not specified.
1424	Race setup file error - BuffLv$s1 is not specified.
1425	Race setup file error - DefaultAllow is not specified
1426	Race setup file error - ExpSkillCnt is not specified.
1427	Race setup file error - ExpSkillID$s1 is not specified.
1428	Race setup file error - ExpItemCnt is not specified.
1429	Race setup file error - ExpItemID$s1 is not specified.
1430	Race setup file error - TeleportDelay is not specified
1431	The race will be stopped temporarily.
1432	Your opponent is currently in a petrified state.
1433	You will now automatically apply $s1 to your target.
1434	You will no longer automatically apply $s1 to your weapon.
1435	Due to insufficient $s1, the automatic use function has been deactivated.
1436	Due to insufficient $s1, the automatic use function cannot be activated.
1437	Players are no longer allowed to play dice. Dice can no longer be purchased from a village store.
1438	There is no skill that enables enchant.
1439	You do not have all of the items needed to enchant that skill.
1440	You have succeeded in enchanting the skill $s1.
1441	Skill enchant failed. The skill will be initialized.
1443	You do not have enough SP to enchant that skill.
1444	You do not have enough experience (Exp) to enchant that skill.
1445	Your previous subclass will be removed and replaced with the new subclass at level 40.
1446	The ferry from $s1 to $s2 has been delayed.
1447	You cannot do that while fishing.
1448	Only fishing skills may be used at this time.
1449	You've got a bite!
1450	That fish is more determined than you are - it spit the hook!
1451	Your bait was stolen by that fish!
1452	Baits have been lost because the fish got away.
1453	You do not have a fishing pole equipped.
1454	You must put bait on your hook before you can fish.
